ParticipantNumber,TryNumber,Workload,simulationDateTime,Counter,CursorX,CursorY,CursorState,LeftEyeX,LeftEyeY,LeftEyeZ,LeftEyePupilDiamet,LeftEyePupilValid,RightEyeX,RightEyeY,RightEyeZ,RightEyePupilDiame,RightEyePupilValid,FixedPogX,FixedPogY,FixedPogStart,FixedPogDuration,FixedPogId,FixedPogValid,LeftPogX,LeftPogY,LeftPogValid,RightPogX,RightPogY,RightPogValid,BestPogX,BestPogY,BestPogValid,LeftPupilX,LeftPupilY,LeftPupilDiameter,LeftPupilScale,LeftPupilValid,RightPupilX,RightPupilY,RightPupilDiameter,RightPupilScale,RightPupilValid,MarkerX,MarkerY,MarkerScale,MarkerValid,SystemTime,Time,TimeTick,UserData
1.0,F,Familiarization,D20200206T1130,185454.0,916.0192,1178.1792,0.0,-96.87039999999999,-100.68480000000001,0.69986,4.93,1.0,76.0064,-110.83680000000001,0.7057899999999999,5.41,1.0,1386.8031999999998,652.464,1258.434,0.20398,4492.0,1.0,1435.7248000000002,535.1904,1.0,1322.8544,578.808,1.0,1379.2768,557.0064,1.0,501362.9566975999,362728.3866624,4.260783854,1.26496,1.0,854259.0337024,376108.2574848,5.281991001999999,1.2752,1.0,0.50954,0.76853,0.2138,1.0,30:41.6,1258.638,19304871680.0,
1.0,F,Familiarization,D20200206T1130,185455.0,914.816,1177.8624,0.0,-97.15199999999999,-99.6336,0.69419,4.91,1.0,74.1888,-109.75680000000001,0.69898,5.45,1.0,1386.5472,649.1664000000001,1258.434,0.21056999999999998,4492.0,1.0,1433.9071999999999,524.1887999999999,1.0,1324.0832,570.4416,1.0,1378.9951999999998,547.3152,1.0,500704.41164799995,362630.8528128,4.304903621999999,1.2752,1.0,853628.5118464001,376121.55755519995,5.2743391,1.28544,1.0,0.50954,0.76853,0.2138,1.0,30:41.6,1258.645,19304937958.0,
1.0,F,Familiarization,D20200206T1130,185456.0,913.2544,1178.4527999999998,0.0,-97.15199999999999,-99.6336,0.69419,4.96,1.0,74.1888,-109.75680000000001,0.69898,5.4799999999999995,1.0,1386.0096,648.5328,1258.434,0.21741,4492.0,1.0,1372.5952000000002,638.6256,1.0,1364.2751999999998,617.0687999999999,1.0,1368.4479999999999,627.84,1.0,501205.70437632,363796.86422015994,4.2207606036000005,1.28544,1.0,854988.8753664001,377373.0659788801,5.213481494400001,1.28544,1.0,0.50781,0.7668,0.21438000000000001,1.0,30:41.6,1258.652,19305006025.0,
1.0,F,Familiarization,D20200206T1130,185457.0,911.9488,1178.3663999999999,0.0,-97.15199999999999,-99.6336,0.69419,4.989999999999999,1.0,74.1888,-109.75680000000001,0.69898,5.460000000000001,1.0,1384.5248000000001,645.6672,1258.434,0.22411999999999999,4492.0,1.0,1347.0976,596.1888,1.0,1324.3903999999998,506.52,1.0,1335.7568,551.3472,1.0,501329.62639872,364381.05705984,4.169703213,1.28544,1.0,855932.0629248001,378122.54796288005,5.267600116200001,1.28544,1.0,0.50666,0.76727,0.21474000000000001,1.0,30:41.6,1258.6580000000001,19305073045.0,
1.0,F,Familiarization,D20200206T1130,185458.0,911.3856,1179.3600000000001,0.0,-102.2464,-104.1264,0.7237899999999999,4.890000000000001,1.0,73.2928,-110.23200000000001,0.70055,5.4799999999999995,1.0,1366.5792,597.9168,1258.434,0.22411999999999999,4492.0,0.0,1344.512,584.8992000000001,1.0,1325.7215999999999,496.78560000000004,1.0,1335.1168000000002,540.8496,1.0,501020.01598464005,364688.30361600005,4.5115671456,1.29669,1.0,855397.2813004802,378229.41633024,5.2341779826,1.29669,1.0,0.50666,0.76727,0.21474000000000001,1.0,30:41.6,1258.662,19305109887.0,
1.0,F,Familiarization,D20200206T1130,185459.0,908.6976,1178.6544000000001,0.0,-102.2464,-104.1264,0.7237899999999999,4.890000000000001,1.0,73.2928,-110.23200000000001,0.70055,5.45,1.0,1370.5728,597.24,1258.434,0.22411999999999999,4492.0,0.0,1412.1983999999998,609.0336,1.0,1336.9343999999999,584.1072,1.0,1374.5664,596.5776,1.0,499030.5514291199,364096.71631872,4.2511578564,1.30793,1.0,853213.4644940798,377712.92196864006,5.2208590479999994,1.30793,1.0,0.5060399999999999,0.76742,0.21452,1.0,30:41.7,1258.6689999999999,19305175115.0,
1.0,F,Familiarization,D20200206T1130,185460.0,907.9552,1178.0496,0.0,-102.2464,-104.1264,0.7237899999999999,4.970000000000001,1.0,73.2928,-110.23200000000001,0.70055,5.47,1.0,1372.8512,568.4544,1258.434,0.22411999999999999,4492.0,0.0,1381.0176000000001,497.9664,1.0,1373.7728000000002,523.8000000000001,1.0,1377.4080000000001,510.88320000000004,1.0,498622.84673024,363909.88827648,4.2306583252,1.3191700000000002,1.0,852594.8780544001,377579.47336704,5.2565208528,1.3191700000000002,1.0,0.5060399999999999,0.76742,0.21452,1.0,30:41.7,1258.675,19305242919.0,
1.0,F,Familiarization,D20200206T1130,185461.0,906.7520000000001,1178.1936,0.0,-97.5104,-97.66080000000001,0.68088,4.87,1.0,71.3984,-109.1808,0.6952699999999999,5.4799999999999995,1.0,1374.0544,556.3728,1258.662,0.01965,4493.0,1.0,1383.0143999999998,508.3488,1.0,1372.3136,531.9216,1.0,1377.664,520.128,1.0,498379.915264,364259.7589248,4.43819252,1.3093299999999999,1.0,852606.746624,377793.8972928,5.242374987,1.3093299999999999,1.0,0.50471,0.76677,0.2147,1.0,30:41.7,1258.682,19305306789.0,
1.0,F,Familiarization,D20200206T1130,185462.0,904.4992,1177.5744,0.0,-97.5104,-97.66080000000001,0.68088,5.05,1.0,71.3984,-109.1808,0.6952699999999999,5.47,1.0,1376.384,570.4128,1258.662,0.02673,4493.0,1.0,1443.968,725.8032,1.0,1327.4624,527.3136000000001,1.0,1385.7024,626.5584000000001,1.0,497697.42860288004,364475.29181184,4.2160781916,1.28825,1.0,852616.0409395201,378216.20998656005,5.2994058832,1.28825,1.0,0.50398,0.76632,0.21494000000000002,1.0,30:41.7,1258.6889999999999,19305377353.0,
1.0,F,Familiarization,D20200206T1130,185463.0,904.2176,1177.1712,0.0,-97.5104,-97.66080000000001,0.68088,4.8999999999999995,1.0,71.3984,-109.1808,0.6952699999999999,5.460000000000001,1.0,1378.9951999999998,571.5936,1258.662,0.03333,4493.0,1.0,1451.8784,645.1199999999999,1.0,1332.096,509.84639999999996,1.0,1391.9744,577.4832,1.0,497542.47921664,364350.49592832004,4.243947312,1.2671700000000001,1.0,852221.6243200001,378104.78509056004,5.275184294600001,1.2671700000000001,1.0,0.50398,0.76632,0.21494000000000002,1.0,30:41.7,1258.695,19305443277.0,
